암호화요양기호,요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,우편번호,주소,전화번호,병원홈페이지,개설일자,총의사수,의과일반의 인원수,의과인턴 인원수,의과레지던트 인원수,의과전문의 인원수,치과일반의 인원수,치과인턴 인원수,치과레지던트 인원수,치과전문의 인원수,한방일반의 인원수,한방인턴 인원수,한방레지던트 인원수,한방전문의 인원수,조산사 인원수,좌표(X),좌표(Y)
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzIxIyQxIyQ1IyQ5MiQ0NjE0ODEjODEjJDEjJDIjJDgz,가야성모안과의원,31,의원,110000,서울,110021,서초구,방배동,6561,"서울특별시 서초구 방배로 225, 5층 (방배동, 남전빌딩)",,,20151230,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9897944,37.4931756
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQ4MiQzNjE4MzIjODEjJDEjJDYjJDgz,가야성모의원,31,의원,110000,서울,110021,서초구,방배동,6572,"서울특별시 서초구 방배로 175, 4층 (방배동, 동성빌딩)",532-2345,www.gymaryclinic.com/,20091231,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9923029,37.4891638
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQ5OSQ0NjE0ODEjNDEjJDEjJDQjJDgz,가야성모정형외과의원,31,의원,110000,서울,110021,서초구,방배동,6561,"서울특별시 서초구 방배로 225, 성은빌딩 4층 (방배동)",02-535-7708,,20151229,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9897944,37.4931756
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzExIyQxIyQ3IyQ5MiQyNjE4MzIjODEjJDEjJDIjJDgz,가야성모피부과의원,31,의원,110000,서울,110021,서초구,방배동,6561,"서울특별시 서초구 방배로 225, 7층 (방배동, 성은빌딩)",02-3432-0222,http://www.sungmodm.co.kr/,20171025,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9897944,37.4931756
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzIxIyQxIyQ5IyQ5MiQyNjE0ODEjODEjJDEjJDYjJDgz,가야소아청소년과의원,31,의원,110000,서울,110021,서초구,방배동,6561,"서울특별시 서초구 방배로 225, 2층 (방배동, 남전빌딩)",02-537-1118,,20160219,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9897944,37.4931756
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzExIyQxIyQzIyQ5OSQzNjE0ODEjNDEjJDEjJDgjJDgz,가야신경정신과의원,31,의원,210000,부산,210015,부산사상구,주례동,47013,"부산광역시 사상구 가야대로 288, 202호 (주례동, 창조상가)",051-322-1300,,19930223,1,0,0,0,1,0,0,0,0,0,0,0,0,0,129.004055,35.1500801
JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ5MiQzNjEyMjIjNjEjJDEjJDAjJDgz,가야연합의원,31,의원,380000,경남,380019,합천군,가야면,50201,"경상남도 합천군 가야면 황산3길 8, (가야면)",055-933-1212,,20230816,1,1,0,0,0,0,0,0,0,0,0,0,0,0,128.1382217,35.7615042
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQzIyQ2MiQyNjE4MzIjNjEjJDEjJDgjJDgz,가야우리아동의원,31,의원,210000,부산,210004,부산진구,당감동,47273,"부산광역시 부산진구 가야대로679번길 133, 1층~5층 (당감동)",051-715-3020,,20190423,1,0,0,0,1,0,0,0,0,0,0,0,0,0,129.0396056,35.1560463
JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxMzUxIzMxIyQxIyQzIyQwMyQyNjE0ODEjNDEjJDEjJDgjJDgz,가야자모의원,31,의원,380000,경남,380500,진주시,주약동,52716,"경상남도 진주시 진주대로 869, 5층 (주약동)",055-758-2222,,20140707,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.0911091,35.1780008
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQwMyQzNjE0ODEjODEjJDEjJDIjJDgz,가야제일의원,31,의원,210000,부산,210004,부산진구,개금동,47379,"부산광역시 부산진구 냉정로 226, 2층 (개금동)",051-892-5244,,20170410,1,1,0,0,0,0,0,0,0,0,0,0,0,0,129.0244173,35.1509112
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzExIyQxIyQ3IyQ4OSQyNjE0ODEjNTEjJDEjJDIjJDgz,가양동서연합의원,31,의원,250000,대전,250004,대전동구,가양동,34532,"대전광역시 동구 흥룡로 37, 2층 (가양동)",042-625-5055,,20100210,1,1,0,0,0,0,0,0,0,0,0,0,0,0,127.447758,36.3492082
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzIxIyQyIyQ1IyQwMCQzNjEyMjIjNTEjJDEjJDYjJDgz,가양메트로정형외과의원,31,의원,110000,서울,110003,강서구,등촌동,7575,"서울특별시 강서구 양천로 476, 금부빌딩 4층 (등촌동)",02-2668-8875,,20191023,3,0,0,0,3,0,0,0,0,0,0,0,0,0,126.8532854,37.5616037
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzIxIyQxIyQxIyQ3MiQyNjE0ODEjNzEjJDEjJDgjJDgz,가양바른성모정형외과의원,31,의원,110000,서울,110003,강서구,등촌동,7548,"서울특별시 강서구 화곡로68길 3, 5층 501~504호 (등촌동)",02-2668-3300,,20211214,2,0,0,0,2,0,0,0,0,0,0,0,0,0,126.8547379,37.5595837
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ5MiQyNjEwMDIjNzEjJDEjJDgjJDgz,가양산부인과의원,31,의원,250000,대전,250004,대전동구,가양동,34508,"대전광역시 동구 동대전로 272, 타임빌딩 3층 (가양동)",042-623-7766,,19950603,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.4462831,36.3454341
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQ4MiQyNjEwMDIjNjEjJDEjJDAjJDgz,가양삼성정형외과의원,31,의원,110000,서울,110003,강서구,등촌동,7575,"서울특별시 강서구 양천로 490, 401, 501호 (등촌동)",02-2668-9934,https://www.gysamsungos.co.kr,20240227,3,1,0,0,2,0,0,0,0,0,0,0,0,0,126.8544711,37.5610697
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzIxIyQxIyQ1IyQ5MiQyNjE4MzIjNTEjJDEjJDIjJDgz,가양성모내과의원,31,의원,110000,서울,110003,강서구,등촌동,7548,"서울특별시 강서구 화곡로68길 3, 401호, 404~407호 (등촌동)",02-2668-5050,,20220307,3,0,0,0,3,0,0,0,0,0,0,0,0,0,126.8547379,37.5595837
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxMTkxIzExIyQxIyQ3IyQ5OSQzNjE0ODEjNDEjJDEjJDgjJDgz,가양성모의원,31,의원,250000,대전,250004,대전동구,가양동,34597,"대전광역시 동구 동대전로 233, (가양동)",042-634-3548,,19980523,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.4478628,36.3422648
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzExIyQxIyQzIyQ3OSQzNjEwMDIjODEjJDEjJDIjJDgz,가얼손기학성형외과의원,31,의원,220000,인천,220003,인천부평구,부평동,21394,"인천광역시 부평구 부평대로20번길 2, (부평동)",032-526-2882,,19880311,2,0,0,0,2,0,0,0,0,0,0,0,0,0,126.7232945,37.4930202
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzExIyQxIyQzIyQxMyQzNjEwMDIjNTEjJDEjJDIjJDgz,가연관악산부인과의원,31,의원,110000,서울,110004,관악구,봉천동,8788,"서울특별시 관악구 남부순환로 1838, (봉천동)",02-885-7900,,20090112,5,0,0,0,5,0,0,0,0,0,0,0,0,0,126.9539797,37.4804451
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ5MiQzNjE4MzIjNjEjJDEjJDgjJDgz,가오아이소아청소년과의원,31,의원,250000,대전,250004,대전동구,가오동,34695,"대전광역시 동구 은어송로 60, 3층 (가오동)",042-286-1133,,20070425,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.456147,36.3061987
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzQxIyQyIyQ3IyQwMCQzNjEyMjIjNjEjJDEjJDAjJDgz,가오정형외과의원,31,의원,250000,대전,250004,대전동구,가오동,34695,"대전광역시 동구 동구청로 95, 4,5층 401,501호 (가오동)",042-271-9959,,20151104,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.456713,36.3064929
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQwMyQyNjE0ODEjNjEjJDEjJDgjJDgz,가오푸른정신건강의학과의원,31,의원,250000,대전,250004,대전동구,가오동,34695,"대전광역시 동구 동구청로 95, 2층 201호 (가오동, 예시티)",042-285-2700,,20170817,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.456713,36.3064929
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ5MiQzNjEwMDIjNDEjJDEjJDQjJDgz,가오플러스산부인과의원,31,의원,250000,대전,250004,대전동구,가오동,34692,"대전광역시 동구 은어송로 63, 5층,6층,7층,8층 (가오동)",042-286-9500,http://www.gaoplus.co.kr/main/,20070509,4,0,0,0,4,0,0,0,0,0,0,0,0,0,127.4560317,36.3066737
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQzIyQ3OSQzNjEyMjIjNjEjJDEjJDgjJDgz,가온내과의원,31,의원,310000,경기,311700,시흥시,능곡동,14995,"경기도 시흥시 승지로59번길 12, 시티타워 4층 406~409호 (능곡동)",031-317-7588,,20191231,2,0,0,0,2,0,0,0,0,0,0,0,0,0,126.8090412,37.3688669
JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxOTYxIzExIyQxIyQzIyQ5OSQ0NjE0ODEjODEjJDEjJDYjJDgz,가온내과의원,31,의원,380000,경남,380705,창원성산구,가음동,51490,"경상남도 창원시 성산구 가음로 88, 3~6층 (가음동)",055-282-8511,,20180124,3,0,0,0,3,0,0,0,0,0,0,0,0,0,128.703039,35.2054143
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQ5IyQxMyQyNjE0ODEjODEjJDEjJDYjJDgz,가온마취통증의학과의원,31,의원,310000,경기,311300,하남시,학암동,13011,"경기도 하남시 위례대로 256, 501호 (학암동)",02-400-2000,,20240516,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1496658,37.4841694
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQ3OSQzNjE0ODEjNjEjJDEjJDQjJDgz,가온미의원,31,의원,210000,부산,210008,부산중구,부평동2가,48979,"부산광역시 중구 흑교로 6, 3층 (부평동2가)",051-244-0128,,20140306,1,1,0,0,0,0,0,0,0,0,0,0,0,0,129.0252799,35.0999237
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQ3IyQ4OSQyNjEyMjIjNTEjJDEjJDYjJDgz,가온산부인과의원,31,의원,310000,경기,312300,김포시,운양동,10073,"경기도 김포시 김포한강1로 227, 5층 507-1호 (운양동, 광장프라자1동)",031-984-3532,,20150316,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.6826066,37.65416
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ5MiQyNjEwMDIjODEjJDEjJDYjJDgz,가온삼성가정의학과의원,31,의원,310000,경기,312200,파주시,와동동,10894,"경기도 파주시 와석순환로 431, 302호 (와동동, 신운정프라자 )",031-945-0050,,20120213,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.7531823,37.7236492
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzMxIyQxIyQzIyQ3OSQyNjE0ODEjNDEjJDEjJDQjJDgz,가온삼성비뇨의학과의원,31,의원,110000,서울,110011,성동구,금호동4가,4737,"서울특별시 성동구 독서당로 302, 3층 01호 (금호동4가)",02-2294-8275,,20220426,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0227308,37.5476111
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzIxIyQxIyQ1IyQwMyQ0NjE0ODEjNjEjJDEjJDgjJDgz,가온유외과의원,31,의원,110000,서울,110003,강서구,마곡동,7807,"서울특별시 강서구 공항대로 168, 405~407호 (마곡동)",02-6953-1375,,20200327,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.8261369,37.5592737
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ2MiQzNjE0ODEjNjEjJDEjJDQjJDgz,가온의료소비자생활협동조합 세나여성의원,31,의원,350000,전북,350401,전주완산구,평화동2가,55126,"전북특별자치도 전주시 완산구 소대배기로 14, (평화동2가)",063-229-8245,,20021130,4,0,0,0,4,0,0,0,0,0,0,0,0,0,127.1316484,35.7871336
JDQ4MTYyMiM1MSMkMiMkNCMkMDAkMzgxMTkxIzExIyQxIyQzIyQ5OSQzNjE4MzIjNTEjJDEjJDIjJDgz,가온의원,31,의원,320000,강원,320600,태백시,황지동,26015,"강원특별자치도 태백시 황지로 131, 3층 (황지동)",033-553-8871,,20160420,1,1,0,0,0,0,0,0,0,0,0,0,0,0,128.9919692,37.1706235
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQ3IyQxMyQyNjEyMjIjNDEjJDEjJDgjJDgz,가온이비인후과의원,31,의원,310000,경기,312500,화성시,봉담읍,18309,"경기도 화성시 봉담읍 상리2길 55, 406~408호",031-293-8922,,20220217,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9469963,37.2250815
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzExIyQxIyQzIyQxMyQzNjEyMjIjODEjJDEjJDIjJDgz,가온정신건강의학과의원,31,의원,110000,서울,110023,광진구,화양동,5018,"서울특별시 광진구 아차산로 237, 삼진빌딩 4층 401호 (화양동)",02-464-6051,,20230731,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0697556,37.5405026
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQ4OSQyNjE0ODEjNDEjJDEjJDgjJDgz,가을의원,31,의원,350000,전북,350100,군산시,문화동,54123,"전북특별자치도 군산시 문화로 21, 2층 (문화동, 문화빌딩)",467-7343,,20030719,1,1,0,0,0,0,0,0,0,0,0,0,0,0,126.7080293,35.970015
JDQ4MTYyMiM1MSMkMiMkOCMkMDAkMzgxMzUxIzMxIyQxIyQ3IyQ4MiQzNjE4MzIjNTEjJDEjJDIjJDgz,가인비뇨기과의원,31,의원,330000,충북,330009,진천군,진천읍,27833,"충청북도 진천군 진천읍 중앙동6길 2, (진천읍)",043-533-6191,,20081201,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.4446496,36.8573836
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQxIyQ5MiQyNjE0ODEjNTEjJDEjJDYjJDgz,가인성형외과의원,31,의원,110000,서울,110001,강남구,신사동,6025,"서울특별시 강남구 논현로 830, 1층 (신사동)",02-518-1800,www.gainps.com/,19990504,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0285687,37.5226204
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ5MiQyNjEwMDIjNzEjJDEjJDgjJDgz,가인연합내과신경과의원,31,의원,250000,대전,250001,대전유성구,장대동,34171,"대전광역시 유성구 유성대로 770, 3층, 5층 (장대동)",042-826-0063,,20070502,2,0,0,0,2,0,0,0,0,0,0,0,0,0,127.3361747,36.3607983
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQ5MiQzNjEwMDIjODEjJDEjJDYjJDgz,가인의원,31,의원,210000,부산,210004,부산진구,부전동,47257,"부산광역시 부산진구 가야대로 767-1, 1102호(원광메디컬센터) (부전동)",051-808-0141,,20120327,1,0,0,0,1,0,0,0,0,0,0,0,0,0,129.0556427,35.1580254
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ2MiQyNjEyMjIjNjEjJDEjJDQjJDgz,가인의원,31,의원,220000,인천,220005,인천서구,석남동,22796,"인천광역시 서구 가정로 204, (석남동)",575-3070,,19890104,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.6722819,37.5029848
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQzIyQ5OSQyNjE0ODEjNjEjJDEjJDQjJDgz,가인정신건강의학과의원,31,의원,310000,경기,312600,광주시,경안동,12758,"경기도 광주시 광주대로 31, GA타워 503, 504호 (경안동)",031-763-3267,,20120822,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.2602217,37.4093602
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ5OSQzNjEwMDIjNDEjJDEjJDgjJDgz,가장성모내과의원,31,의원,250000,대전,250003,대전서구,가장동,35311,"대전광역시 서구 도산로 286, 2층 (가장동)",042-538-7575,,20020904,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.3855871,36.3320009
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzMxIyQyIyQzIyQwMCQ0NjEwMDIjNjEjJDEjJDQjJDgz,가장편한내과의원,31,의원,110000,서울,110008,동작구,상도동,6921,"서울특별시 동작구 상도로 247, 3층 (상도동)",02-824-0011,,20210204,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9462688,37.5050579
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzMxIyQyIyQ3IyQwMCQyNjE4MzIjNTEjJDEjJDIjJDgz,가재울정내과의원,31,의원,110000,서울,110010,서대문구,,3711,"서울특별시 서대문구 가재울미래로 2, 별동상가동 3층 304-1,2/305-1,2호 (남가좌동, DMC파크뷰자이)",02-304-1789,,20180806,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9176131,37.5728378
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzQxIyQxIyQ3IyQ3OSQzNjE4MzIjODEjJDEjJDYjJDgz,가정신현탑본정형외과의원,31,의원,220000,인천,220005,인천서구,신현동,22778,"인천광역시 서구 가정로 369, 서경 플러스 존 3층 304호 (신현동)",032-719-7557,,20210222,3,0,0,0,3,0,0,0,0,0,0,0,0,0,126.6725797,37.5179656
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQwMyQ0NjE0ODEjNDEjJDEjJDgjJDgz,가정의원,31,의원,340000,충남,340016,태안군,태안읍,32142,"충청남도 태안군 태안읍 환동로 75, (태안읍)",041-673-9171,,19940201,1,1,0,0,0,0,0,0,0,0,0,0,0,0,126.294187,36.7538075
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzExIyQxIyQ3IyQ3OSQyNjE0ODEjNTEjJDEjJDIjJDgz,가정의원,31,의원,350000,전북,350300,익산시,함열읍,54511,"전북특별자치도 익산시 함열읍 함열중앙로 30, (가정의원)",063-862-6998,,20161121,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9607535,36.0784886
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ4OSQyNjE0ODEjNzEjJDEjJDgjJDgz,가정의원,31,의원,370000,경북,370200,구미시,고아읍,39148,"경상북도 구미시 고아읍 문장로22길 40, (고아읍)",054-443-5119,,20011101,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.3329232,36.1530704
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzExIyQxIyQ3IyQ2MiQyNjE4MzIjODEjJDEjJDYjJDgz,가정이편한가정의학과의원,31,의원,310000,경기,312001,용인기흥구,영덕동,17095,"경기도 용인시 기흥구 덕영대로2077번길 16, 302호 (영덕동, 기흥대정프라자)",031-284-0775,,20041011,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0966127,37.2681782
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQzIyQ5OSQyNjE4MzIjNzEjJDEjJDgjJDgz,가족건강의원,31,의원,110000,서울,110006,도봉구,쌍문동,1387,"서울특별시 도봉구 해등로 218, (쌍문동)",02-903-1556,,19890502,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0325391,37.6581634
JDQ4MTYyMiM3MSMkMiMkMCMkMDAkMzgxMzUxIzUxIyQxIyQxIyQ2MiQyNjEwMDIjNTEjJDEjJDIjJDgz,가족건강의원,31,의원,240000,광주,240004,광주광산구,월계동,62255,"광주광역시 광산구 첨단중앙로181번길 42-5, 상가동 1층 (월계동, 첨단 금호타운)",062-971-3223,,19890118,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.8353754,35.2204675
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzIxIyQxIyQxIyQ3OSQzNjE4MzIjNDEjJDEjJDQjJDgz,가족사랑서울정신건강의학과의원,31,의원,110000,서울,110008,동작구,대방동,7055,"서울특별시 동작구 보라매로 113, (대방동)",02-812-9494,,20060110,2,0,0,0,2,0,0,0,0,0,0,0,0,0,126.9279165,37.4994798
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQ1IyQ4MiQzNjEwMDIjNDEjJDEjJDQjJDgz,가족사랑서울정신건강의학과의원,31,의원,110000,서울,110013,영등포구,당산동5가,7214,"서울특별시 영등포구 당산로 222, (당산동5가)",02-2068-7486,http://www.ifamilylove.co.kr,20010105,2,0,0,0,2,0,0,0,0,0,0,0,0,0,126.9023723,37.5332737
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQ5IyQwMyQzNjE4MzIjNDEjJDEjJDgjJDgz,가족사랑의원,31,의원,110000,서울,110020,양천구,목동,7975,"서울특별시 양천구 목동중앙본로 40, (목동)",02-2649-2119,,20060215,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.8690596,37.5396667
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzQxIyQxIyQ3IyQwMyQ0NjEwMDIjNTEjJDEjJDIjJDgz,가족사랑의원,31,의원,350000,전북,350401,전주완산구,효자동2가,55057,"전북특별자치도 전주시 완산구 범안3길 11-4, (효자동2가)",063-284-6319,,20040302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.1068092,35.8121198
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQxIyQ2MiQzNjE0ODEjNTEjJDEjJDYjJDgz,가족사랑의원,31,의원,370000,경북,370200,구미시,봉곡동,39211,"경상북도 구미시 도봉로5길 11, 가동 205호 (봉곡동, 주공그린빌상가)",054-458-7574,,19951025,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.3163351,36.1423178
JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxNzAyIzExIyQxIyQzIyQ3MiQyNjEyMjIjNDEjJDEjJDgjJDgz,가족사랑의원,31,의원,380000,경남,380701,창원마산회원구,합성동,51355,"경상남도 창원시 마산회원구 구암남1길 78, 2,3층 (합성동)",055-298-9778,,20020814,1,1,0,0,0,0,0,0,0,0,0,0,0,0,128.5902844,35.2420637
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQxMyQyNjEwMDIjNTEjJDEjJDYjJDgz,가족사랑의원,31,의원,310000,경기,310100,광명시,광명동,14279,"경기도 광명시 도덕로 52, 3층 (광명동, 청송빌딩)",02-2611-3100,,20070228,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.8534949,37.4688142
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ3MiQyNjEyMjIjODEjJDEjJDYjJDgz,가족사랑정신과의원,31,의원,110000,서울,110003,강서구,가양동,7526,"서울특별시 강서구 양천로 461, 5층 (가양동)",02-3663-5956,http://www.ifamilylove.com,20071023,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.8522408,37.5630495
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQ3MiQzNjE4MzIjNjEjJDEjJDQjJDgz,가족사랑정신과의원,31,의원,230000,대구,230006,대구중구,덕산동,41943,"대구광역시 중구 달구벌대로 2111, (덕산동)",053-422-7901,http://www.mind-clinic.com/,20040406,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.5947713,35.865575
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQxMyQyNjEyMjIjNTEjJDEjJDYjJDgz,가족애내과의원,31,의원,110000,서울,110023,광진구,자양동,5091,"서울특별시 광진구 뚝섬로 558, 2층 (자양동)",02-455-2859,,19960208,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0718481,37.5341181
JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxMTkxIzExIyQxIyQzIyQ2MiQyNjE4MzIjNjEjJDEjJDgjJDgz,가좌그린의원,31,의원,380000,경남,380500,진주시,가좌동,52829,"경상남도 진주시 내동로 356, (가좌동)",055-747-2347,,19970502,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.1029631,35.1505516
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQwMyQzNjEyMjIjNDEjJDEjJDgjJDgz,가좌성모의원,31,의원,220000,인천,220005,인천서구,가좌동,22820,"인천광역시 서구 장고개로 283, 지하1층, 1층 일부호 (가좌동)",573-7582,,20061108,1,1,0,0,0,0,0,0,0,0,0,0,0,0,126.6832016,37.4890811
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ5IyQ5MiQzNjEyMjIjNjEjJDEjJDAjJDgz,가좌신경외과의원,31,의원,220000,인천,220005,인천서구,가좌동,22809,"인천광역시 서구 원적로 103, 2층 (가좌동)",577-4215,,19990420,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.6827146,37.4956637
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQxIyQwMyQzNjE4MzIjNDEjJDEjJDQjJDgz,가좌연세소아과의원,31,의원,220000,인천,220005,인천서구,가좌동,22810,"인천광역시 서구 원적로 100, (가좌동)",575-5275,,19930818,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.6828315,37.4950219
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzExIyQxIyQzIyQ3MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,가좌연세정형외과의원,31,의원,220000,인천,220005,인천서구,가좌동,22815,"인천광역시 서구 장고개로337번길 7, (가좌동)",032-297-1001,,20130401,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.6860613,37.4927893
