서울ID,주소,요양기관명,전화번호,MonEnd,TuesEnd,WedEnd,ThursEnd,FriEnd,SatEnd,SunEnd,진료시간(공휴일)C,MonStart,TuesStart,WedStart,ThursStart,FriStart,SatStart,SunStart,진료시간(공휴일)S,우편번호1,우편번호2,좌표(X),좌표(Y),작업일시
C1104795,"서울특별시 강남구 선릉로 42, 1층 (개포동)",개포종로온누리약국,02-575-2485,1950,1950,1950,1950,1950,1950,1800,2030,0900,0900,0900,0900,0900,0900,1000,0930,063,25,127.060038,37.48338609,2024.12.20 17:57
C1108521,"서울특별시 강남구 선릉로 30, 개포빌딩 1층 (개포동)",개포플러스약국,02-579-2570,2000,2000,2000,2000,2000,1700,1800,2030,0900,0900,0900,0900,0900,0900,1000,0930,063,25,127.0611747,37.48251342,2024.12.20 17:57
C1103507,서울특별시 강서구 양천로 31,개화약국,02-2662-8028,2000,2000,2000,2000,2000,2000,2000,2000,0900,0900,0900,0900,0900,0900,0900,0900,075,16,126.8073368,37.57291949,2024.12.20 17:57
C1107272,서울특별시 강남구 선릉로 843 107호,갤러리아온누리약국,02-517-0129,2100,2100,2100,2100,2100,2200,2000,2000,0900,0900,0900,0900,0900,1000,0900,0900,060,18,127.0402103,37.52721579,2024.12.20 17:57
C1103582,"서울특별시 송파구 올림픽로 212 (잠실동, 갤러리아팰리스)",갤러리약국,02-412-8579,1900,1900,1900,1900,1900,1400,2000,2000,0900,0900,0900,0900,0900,0900,0900,0900,055,53,127.0942316,37.51070678,2024.12.20 17:57
C1107363,서울특별시 강남구 학동로20길 55 106호,갤러리약국,02-6227-5578,2230,2230,2230,2230,2230,2230,2000,2000,0900,0900,0900,0900,0900,0945,0900,0900,061,15,127.0271982,37.51007864,2024.12.20 17:57
C1102079,서울특별시 서대문구 응암로 53,거북당약국,02-372-0744,2000,2000,2000,2000,2000,1800,2000,2000,0900,0900,0900,0900,0900,0900,0900,0900,036,81,126.9097797,37.57820438,2024.12.20 17:57
C1102081,"서울특별시 송파구 오금로 505 (거여동, 101호)",거여서울약국,02-2043-3800,1800,1800,1800,1800,1800,1300,2000,2000,0900,0900,0900,0900,0900,0900,0900,0900,057,68,127.1448489,37.49321291,2024.12.20 17:57
C1107918,"서울특별시 강남구 봉은사로 129, 지하1층 (논현동, 거평타운)",거평원온누리약국,02-544-4567,1830,2100,1830,1830,1830,1400,2000,2000,0900,0900,0900,0900,0900,0900,0900,0900,061,21,127.0283134,37.50591645,2024.12.20 17:57
C1102082,"서울특별시 노원구 한글비석로 242, 113호, 114호 (중계동, 삼부프라자)",건강과행복이열리는약국,02-933-9696,2200,2200,2200,2200,2200,2200,2000,2200,0900,0900,0900,0900,0900,0900,0900,0900,017,34,127.0769736,37.6492349,2024.12.20 17:57
C1104841,"서울특별시 동작구 흑석로 106-5, 1층 (흑석동)",건강과행복이열리는중앙메디칼약국,02-811-1700,1800,1800,1800,1800,1800,1300,2000,2200,0830,0830,0830,0830,0830,0830,0900,0900,069,72,126.9614593,37.50789163,2024.12.20 17:57
C1104487,"서울특별시 은평구 연서로 216, (대조동)",건강밝은약국,02-388-4253,2030,2030,2030,2030,2030,2030,2000,1300,0830,0830,0830,0830,0830,1600,0900,1000,033,85,126.9201202,37.61780002,2024.12.20 17:57
C1103955,서울특별시 강북구 솔매로 59 (미아동),건강비타민약국,02-984-4777,1900,1900,1900,1900,1900,1400,1900,1900,0900,0900,0900,0900,0900,0900,0900,0900,011,27,127.0188184,37.62498976,2024.12.20 17:57
C1107505,"서울특별시 송파구 백제고분로 275, 1층 (석촌동)",건강샘약국,070-8872-6902,1900,1900,1900,1900,1900,1430,1900,1900,0830,0830,0830,0830,0830,0830,0900,0900,056,13,127.0973381,37.5027783,2024.12.20 17:57
C1107939,"서울특별시 노원구 동일로243길 33, 1층 (상계동)",건강샘온누리약국,02-931-5688,1800,1800,1800,1800,1800,1430,1900,1900,0900,0900,0900,0900,0900,0830,0900,0900,016,05,127.0531213,37.67844488,2024.12.20 17:57
C1107231,"서울특별시 강서구  까치산로  73, 1층 (화곡동)",건강샘온누리약국,02-2062-0155,1800,1800,1800,1800,1800,1500,1900,1900,0900,0900,0900,0900,0900,0900,0900,0900,076,79,126.8469518,37.54524483,2024.12.20 17:57
C1102052,"서울특별시 구로구 경인로 661, 신도림1차푸르지오 2층 219호 (신도림동)",건강샘온누리약국,02-3439-8373,1800,1800,1800,1800,1800,1400,1900,1900,0900,0900,0900,0900,0900,0930,0900,0900,082,08,126.8879864,37.50966195,2024.12.20 17:57
C1102968,서울특별시 성북구 동소문로 71 (동소문동6가),건강약국,02-935-7971,1800,1800,1800,1800,1800,1600,1900,1900,0900,0900,0900,0900,0900,0900,0900,0900,028,30,127.013183,37.59208449,2024.12.20 17:57
C1102974,"서울특별시 동대문구 왕산로 176, 2층 (전농동)",건강약국,02-2282-4830,1800,1800,1800,1800,1800,1300,1900,1900,0900,0900,0900,0900,0900,0900,0900,0900,025,59,127.0430128,37.57927816,2024.12.20 17:57
C1103329,서울특별시 관악구 남부순환로 1539 (신림동),건강약국,02-855-2883,1800,1800,1800,1800,1800,1600,1900,1900,0900,0900,0900,0900,0900,0900,0900,0900,087,63,126.9216052,37.48341254,2024.12.20 17:57
C1102053,"서울특별시 마포구 방울내로 70, (망원동)",건강약국,02-333-2090,2000,2000,2000,2000,2000,1300,1900,1900,0900,0900,0900,0900,0900,0900,0900,0900,039,64,126.9033352,37.56010522,2024.12.20 17:57
C1102970,서울특별시 영등포구 당산로 166  (당산동4가),건강약국,02-2631-6396,1800,1800,1800,1800,1800,2100,1900,1900,0900,0900,0900,0900,0900,0830,0900,0900,072,20,126.8984774,37.52911336,2024.12.20 17:57
C1109594,"서울특별시 강동구 동남로49길 21-11, 1,2층 (둔촌동)",건강약국,02-478-4515,1800,1800,1800,1800,1800,2100,1900,1900,0900,0900,0900,0900,0900,0830,0900,0900,053,68,127.1486454,37.53162337,2024.12.20 17:57
C1102967,"서울특별시 종로구 혜화로 2, 1층 (혜화동)",건강약국,02-764-9918,1930,1930,1930,1930,1930,1500,1900,1900,0900,0900,0900,0900,0900,0900,0900,0900,030,76,127.0008906,37.58608804,2024.12.20 17:57
C1109267,"서울특별시 서대문구 가재울로6길 53-61, 1층 (남가좌동)",건강약국,02-373-4439,1830,1830,1830,1830,1830,1430,1900,1900,0900,0900,0900,0900,0900,0900,0900,0900,036,92,126.9230531,37.57670344,2024.12.20 17:57
C1103846,"서울특별시 중랑구 신내로 135, 신내9단지아파트 제상가1동 1층 117호 (신내동)",건강약국,02-3421-7582,1800,1800,1800,1800,1800,1430,1900,1900,0900,0900,0900,0900,0900,0900,0900,0900,020,26,127.0958495,37.6113848,2024.12.20 17:57
C1102039,"서울특별시 노원구 화랑로 463, (공릉동)",건강약국,02-978-7597,1800,1800,1800,1800,1800,1300,1900,1900,0900,0900,0900,0900,0900,0900,0900,0900,018,03,127.0786494,37.61900375,2024.12.20 17:57
C1106961,서울특별시 동작구 만양로 5 (상도동),건강약국,02-3280-2828,1940,1940,1940,1940,1940,1530,1900,1900,0830,0830,0830,0830,0830,0830,0900,0900,069,21,126.9465287,37.50538381,2024.12.20 17:57
C1108684,"서울특별시 송파구 백제고분로 162, 대양빌딩 1층 103호 (잠실동)",건강약국,02-424-3223,1800,1800,1800,1800,1800,1300,1900,1900,0900,0900,0900,0900,0900,0900,0900,0900,055,76,127.0847152,37.50499829,2024.12.20 17:57
C1102054,서울특별시 양천구 곰달래로5길 30,건강약국,02-2697-0485,2000,2000,2000,2000,2000,1800,1900,2000,0840,0840,0840,0840,0840,0900,0900,0900,079,22,126.8334623,37.53243094,2024.12.20 17:57
C1102971,"서울특별시 도봉구 도당로 109, 방학동상가주택 1층 102호 (방학동)",건강약국,02-3492-3588,2100,2100,2100,2100,2100,2100,1900,2000,0900,0900,0900,0900,0900,0900,0900,0900,013,53,127.0386021,37.66683528,2024.12.20 17:57
C1100893,서울특별시 강서구 곰달래로 271 (화곡동),건강온누리약국,02-2642-0012,1930,1930,1930,1930,1930,1300,1900,2000,0930,0930,0930,0930,0930,0930,0900,0900,077,41,126.8631578,37.53251179,2024.12.20 17:57
C1103196,서울특별시 동작구 상도로 202 (상도동),건강온누리약국,02-815-1120,2100,2100,2100,2100,2100,2000,2000,2000,0800,0800,0800,0800,0800,0900,0900,0900,069,64,126.9410573,37.50495359,2024.12.20 17:57
C1104271,서울특별시 양천구 오목로 350,건강온누리약국,02-2645-5538,1900,1900,1900,1900,1900,1500,2000,2000,0900,0900,0900,0900,0900,0900,0900,0900,080,07,126.8762721,37.52415767,2024.12.20 17:57
C1102043,서울특별시 강남구 삼성로 212,건강온누리약국,02-562-1377,1800,1800,1800,1800,1800,1500,2000,2000,0930,0930,0930,0930,0930,0930,0900,0900,062,84,127.06344766405307,37.49516371744581,2024.12.20 17:57
C1107773,"서울특별시 관악구 남부순환로 1715, 101호 (봉천동, 신우빌딩)",건강온누리약국,070-7740-3349,2100,2100,2100,2100,2100,1700,2000,2000,0900,0900,0900,0900,0900,0900,0900,0900,087,57,126.940888,37.4830375,2024.12.20 17:57
C1102063,서울특별시 구로구 고척로21나길 18 (개봉동),건강온누리약국,02-2617-3594,1800,1800,1800,1800,1800,2100,2000,2000,0900,0900,0900,0900,0900,0900,0900,0900,152,802,126.8446662,37.50287278,2024.12.20 17:57
C1109941,"서울특별시 송파구 송파대로 373, 1층 101호 (석촌동)",건강을그리는약국,02-423-3675,2000,2000,2000,2000,2000,1400,2000,2000,0900,0900,0900,0900,0900,0900,0900,0900,056,97,127.110633,37.50092116,2024.12.20 17:57
C1102064,"서울특별시 도봉구 해등로 190, (쌍문동)",건강제일녹십자약국,02-906-1024,2000,2000,2000,2000,2000,1800,1800,2000,0900,0900,0900,0900,0900,0900,0900,0900,013,94,127.0357594,37.65821667,2024.12.20 17:57
C1104829,"서울특별시 중랑구 동일로 786, 1층 (중화동)",건강제일온누리약국,02-491-1114,2000,2000,2000,2000,2000,1500,1800,2000,0900,0900,0900,0900,0900,0900,0900,0900,020,88,127.079986,37.60071728,2024.12.20 17:57
C1101156,서울특별시 송파구 백제고분로 216 (삼전동),건강프라자약국,02-417-0910,2000,2000,2000,2000,2000,1500,1800,2000,0900,0900,0900,0900,0900,0900,0900,0900,055,82,127.0905192,37.50336595,2024.12.20 17:57
C1102801,서울특별시 노원구 상계로1길 38 (상계동),건강플러스약국,02-935-5347,2100,2100,2100,2100,2100,2100,1800,2000,0900,0900,0900,0900,0900,0900,0900,0900,016,93,127.0616951,37.65771366,2024.12.20 17:57
C1107256,서울특별시 강동구 아리수로93길 27,건강플러스약국,02-427-8056,2100,2100,2100,2100,2100,1700,1800,2000,0900,0900,0900,0900,0900,0900,0900,0900,052,11,127.1738157,37.56562257,2024.12.20 17:57
C1103687,서울특별시 금천구 시흥대로 391  (독산동),건강플러스약국,02-890-8058,2200,2200,2200,2200,2200,2200,2230,2230,1000,1000,1000,1000,1000,1000,1000,1000,085,84,126.8968853,37.46866385,2024.12.20 17:57
C1109459,"서울특별시 노원구 노해로 490, 길빌딩 1층 107호 (상계동)",건강한생활약국,02-6203-4900,1900,1900,1900,1900,1900,1600,2230,2230,0930,0930,0930,0930,0930,0930,1000,1000,017,51,127.0624109,37.65440974,2024.12.20 17:57
C1102923,"서울특별시 영등포구 국제금융로 108 (여의도동,은하빌딩 1층)",건강한세상대한약국,02-786-1091,1800,1800,1800,1800,1800,1300,2230,2230,0830,0830,0830,0830,0830,0830,1000,1000,150,895,126.9335463,37.51873929,2024.12.20 17:57
C1103227,"서울특별시 종로구 새문안로 21, 1,2,3,지하1층 (평동)",건강한세상약국,02-733-7870,1800,1800,1800,1800,1800,1300,2230,2230,0900,0900,0900,0900,0900,0900,1000,1000,031,81,126.9679686,37.56750033,2024.12.20 17:57
C1107707,"서울특별시 성동구 왕십리로 320, 1층 101호 (도선동)",건강한약국,02-2231-8803,1920,1920,1920,1920,1920,1500,2230,2230,0900,0900,0900,0900,0900,0900,1000,1000,047,09,127.0343722,37.56232993,2024.12.20 17:57
C1103554,"서울특별시 성북구 종암로 182, 석준빌딩 1층 (하월곡동)",건강한약국,02-916-6445,1930,1930,1930,1930,1930,1330,2230,2230,0930,0930,0930,0930,0930,0930,1000,1000,027,39,127.0315929,37.60604987,2024.12.20 17:57
C1102075,"서울특별시 강동구 구천면로 234, 1층 (천호동)",건강한약국,02-487-4112,2000,2000,2000,2000,2000,1500,2230,2230,0830,0830,0830,0830,0830,0830,1000,1000,053,34,127.1299842,37.54146917,2024.12.20 17:57
C1102916,서울특별시 금천구 남부순환로 1384,건강한약국,02-866-1191,2100,2100,2100,2100,2100,1600,2230,2230,0900,0900,0900,0900,0900,0900,1000,1000,085,47,126.9044857,37.47969644,2024.12.20 17:57
C1107528,"서울특별시 노원구 석계로9길 25, 1층 오른쪽점포호 (월계동)",건강한약국,02-919-1206,2200,2200,2200,2200,2200,2100,2100,2100,0900,0900,0900,0900,0900,1300,1300,1300,019,02,127.0629297,37.61694569,2024.12.20 17:57
C1102917,"서울특별시 용산구 효창원로93길 2, (청파동2가)",건강한약국,02-3273-0750,2100,2100,2100,2100,2100,1500,2100,2100,0900,0900,0900,0900,0900,0900,1300,1300,043,11,126.9633075,37.54854145,2024.12.20 17:57
C1107212,"서울특별시 동대문구 왕산로32길 7, 4층 6호 (용두동)",건강한약국,02-957-9784,1830,1830,1830,1830,1830,1400,2100,2200,0800,0800,0800,0800,0800,0800,1300,1000,025,60,127.0417962,37.57872962,2024.12.20 17:57
C1102888,"서울특별시 은평구 진관2로 57-7 B105호 (진관동, 은평뉴타운우물골)",건강한약국,02-352-1658,1900,1900,1900,1900,1900,1600,2100,2200,0900,0900,0900,0900,0900,0900,1300,1000,033,06,126.9232361,37.63437375,2024.12.20 17:57
C1103192,서울특별시 강서구 가로공원로82길 41-8,건강한온누리약국,02-2606-0012,2030,2030,2030,2030,2030,1930,2100,2200,0930,0930,0930,0930,0930,0930,1300,1000,077,65,126.8408444,37.53563408,2024.12.20 17:57
C1107545,"서울특별시 성동구 아차산로 92, 광명타워 1층 (성수동2가)",건국약국,02-549-5011,1900,1900,1900,1900,1900,1330,2100,2200,0900,0900,0900,0900,0900,0900,1300,1000,047,82,127.0542425,37.54475239,2024.12.20 17:57
C1107781,"서울특별시 광진구 광나루로 410, 105호 (화양동, KCC파크타운)",건대가온약국,02-453-4669,2200,2200,2200,2200,2200,2200,2200,2200,1000,1000,1000,1000,1000,1000,1000,1000,050,21,127.075048,37.54656228,2024.12.20 17:57
C1109954,"서울특별시 광진구 능동로 지하110, 7호선 건대입구역 지하2층 204호 (화양동)",건대바른약국,02-456-2393,2100,2100,2100,2100,2100,2000,2000,2200,0800,0800,0800,0800,0800,0800,0800,1000,050,30,127.0710464,37.54084161,2024.12.20 17:57
C1109512,"서울특별시 광진구 아차산로 244, 1층 나1호 일부호 (자양동)",건대애플약국,02-463-1020,2100,2100,2100,2100,2100,2100,2000,2200,0900,0900,0900,0900,0900,0900,0800,1000,050,73,127.0702007,37.53973055,2024.12.20 17:57
C1102919,서울특별시 광진구 아차산로 218 (자양동),건대역약국,02-497-4337,2000,2000,2000,2000,2000,2000,2000,2200,0900,0900,0900,0900,0900,0900,1100,1000,050,72,127.0673968,37.54078275,2024.12.20 17:57
C1108413,"서울특별시 광진구 능동로 110, 스타시티영존 지하2층 B203-1,204호 (화양동)",건대온누리약국,02-457-7999,2100,2100,2100,2100,2100,1400,1800,2200,0830,0830,0830,0830,0830,0900,1100,1000,050,30,127.0714119,37.54065794,2024.12.20 17:57
C1110478,"서울특별시 광진구 아차산로 229, 한림타워 2층 202호 (화양동)",건대입구역1번출구약국,02-6951-2509,2200,2200,2200,2200,2200,2200,2200,2200,0830,0830,0830,0830,0830,1200,1200,1000,050,18,127.0689907,37.54080913,2024.12.20 17:57
C1100651,서울특별시 양천구 중앙로 253 (신정동),홍삼약국,02-2698-1324,2100,2100,2100,2100,2100,2000,1800,2310,0900,0900,0900,0900,0900,0900,0900,1200,080,73,126.8531216,37.51894291,2024.12.20 17:57
C1103647,"서울특별시 중랑구 중랑역로 150, (묵동)",홍성백약국,02-973-5485,2000,2000,2000,2000,2000,2000,1800,2310,0800,0800,0800,0800,0800,0800,0900,1200,020,10,127.0773693,37.60677377,2024.12.20 17:57
C1102920,"서울특별시 광진구 능동로 지하110, 7호선 건대입구역 지하2층 201호 (화양동)",건대지하철약국,02-461-1401,1830,1830,1830,1830,1830,1300,2200,2200,0800,0800,0800,0800,0800,0830,1200,1000,050,30,127.0710464,37.54084161,2024.12.20 17:57
C1103441,서울특별시 중랑구 면목로 421,건명약국,02-435-3900,2100,2500,2100,2500,1700,1300,2500,2200,0900,0900,0900,0900,0920,0830,0950,1000,021,46,127.0870512,37.58964658,2024.12.20 17:57
C1103548,"서울특별시 노원구 동일로191길 23, 1층 (공릉동)",건민약국,02-975-1254,1950,1950,1950,1950,1950,1300,2500,2200,0800,0800,0800,0800,0800,0830,0950,1000,018,57,127.0717698,37.62490267,2024.12.20 17:57
C1103720,"서울특별시 양천구 목동서로 38, 상가A동 107호, 113호 (목동, 목동신시가지아파트1단지)",경남약국,02-2647-3012,2000,2000,2000,2000,2000,2000,2500,2200,0900,0900,0900,0900,0900,0900,0950,1000,079,80,126.8785038,37.54129134,2024.12.20 17:57
C1102097,서울특별시 영등포구 여의대방로 383,경도약국,02-780-5004,1900,2000,1900,2000,1900,1400,2500,2200,0900,0900,0900,0900,0900,0900,0950,1000,073,33,126.9315042,37.51934369,2024.12.20 17:57
C1102085,"서울특별시 영등포구 선유서로25길 5-1, (양평동2가)",경명약국,02-2634-1046,1800,1800,1800,1800,1800,1800,2500,2200,0700,0700,0700,0700,0700,0700,0950,1000,072,75,126.8851816,37.52435552,2024.12.20 17:57
C1103661,"서울특별시 양천구 신월로10길 16 (신월동, 삼성아파트)",경민약국,02-2603-2133,1800,1800,1800,1800,1800,1800,2500,2200,0900,0900,0900,0900,0900,0700,0950,1000,080,65,126.8407017,37.51585475,2024.12.20 17:57
C1102668,서울특별시 관악구 남부순환로161길 70 (신림동),경성약국,02-855-3927,1830,1830,1830,1830,1830,1500,2500,2200,0900,0900,0900,0900,0900,0900,0950,1000,087,63,126.9187327,37.48534822,2024.12.20 17:57
C1108460,"서울특별시 강남구 언주로75길 29, 2층 (역삼동)",경아의희망담은한약국,02-567-7598,1830,1830,1830,1830,1830,1500,2500,2200,0900,0900,0900,0900,0900,0900,0950,1000,062,25,127.0421922,37.49804914,2024.12.20 17:57
C1103019,"서울특별시 동대문구 한천로46길 42, 장안동 마루하우스 103호 (장안동)",경애약국,02-2212-8941,1800,1800,1800,1800,1800,1300,2500,2200,0900,0900,0900,0900,0900,0900,0950,1000,025,16,127.0705882,37.57957969,2024.12.20 17:57
C1108158,"서울특별시 강남구 삼성로145길 13, 1층 102호 (청담동)",경옥채한약국,02-3013-1075,1800,1800,1800,1800,1800,1500,2500,2200,1030,1030,1030,1030,1030,1030,0950,1000,060,63,127.0470066,37.52237742,2024.12.20 17:57
C1110469,"서울특별시 용산구 한남대로20길 47, 102호 (한남동)",경옥채한약국,02-797-1075,1800,1800,1800,1800,1800,1500,2500,2200,1030,1030,1030,1030,1030,1030,0950,1000,044,19,127.0094797,37.53490149,2024.12.20 17:57
C1103320,서울특별시 동대문구 고산자로36길 3 (제기동),경원약국,02-967-6217,2000,2000,2000,2000,2000,2000,2500,2200,0700,0700,0700,0700,0700,0700,0950,1000,025,71,127.0391429,37.57903777,2024.12.20 17:57
C1103317,"서울특별시 송파구 가락로42길 9, 경인약국 (방이동)",경인약국,02-412-7891,2100,2100,2100,2100,2100,2100,2500,2200,0900,0900,0900,0900,0900,0900,0950,1000,056,36,127.1208273,37.51233573,2024.12.20 17:57
C1102088,서울특별시 용산구 새창로14길 50 (용문동),경인약국,02-715-6083,2000,2000,2000,2000,2000,1800,1800,2200,0800,0800,0800,0800,0800,0800,1500,1000,043,56,126.9594504,37.53737446,2024.12.20 17:57
C1101887,"서울특별시 금천구 시흥대로72길 32, (시흥동)",경일약국,02-802-9104,2130,2130,2130,2130,2130,2130,1800,2200,0830,0830,0830,0830,0830,0830,1500,1000,086,24,126.9002671,37.45811781,2024.12.20 17:57
C1103006,서울특별시 종로구 평창문화로 35  (평창동),경일약국,02-391-3469,2130,2130,2130,2130,2130,2130,2000,2100,0900,0900,0900,0900,0900,0900,0900,0900,030,08,126.9653042,37.60507008,2024.12.20 17:57
C1107990,서울특별시 양천구 월정로 53 (신월동),경창약국,02-2607-2727,2030,2030,2030,2030,2030,2100,2000,2100,0900,0900,0900,0900,0900,0900,0900,0900,079,30,126.8415261,37.52443845,2024.12.20 17:57
C1101889,"서울특별시 은평구 서오릉로 157, (구산동)",경하프라자약국,02-385-7271,2100,2100,2100,2100,2100,2000,2000,2100,0900,0900,0900,0900,0900,0900,0900,0900,034,12,126.9156192,37.61199894,2024.12.20 17:57
C1107730,"서울특별시 동대문구 경희대로 17, 1,2층 (회기동)",경희고황약국,02-6013-1675,1930,1930,1930,1930,1930,1900,2000,2100,0830,0830,0830,0830,0830,0900,0900,0900,024,54,127.0524479,37.59315711,2024.12.20 17:57
C1107791,"서울특별시 종로구 송월길 99, 203동 2218호 (홍파동, 경희궁자이 2단지)",경희궁햇살약국,02-733-3342,2000,2000,1900,2000,1900,1500,2000,2100,0900,0900,0900,0900,0900,0800,0900,0900,031,65,126.9623523,37.5708611,2024.12.20 17:57
C1108052,"서울특별시 동대문구 답십리로65길 77, 1층 (장안동)",경희다정한약국,02-3390-5175,2000,2000,2000,2000,2000,2000,2000,2100,1100,1100,1100,0900,1100,1100,1200,0900,025,25,127.0696582,37.5759988,2024.12.20 17:57
C1109386,"서울특별시 서대문구 통일로 468, 1층 (홍제동)",홍시약국,02-391-1220,1900,1900,1900,1900,1900,1430,1800,2310,0840,0840,0840,0840,0840,0830,0900,1200,036,28,126.9429063,37.59026817,2024.12.20 17:57
C1103746,서울특별시 동대문구 경희대로 19 (회기동),경희동문약국,02-960-0557,2000,2000,2000,2000,2000,1400,2000,2100,0800,0800,0800,0800,0800,0800,1200,0900,024,54,127.0524467,37.59340867,2024.12.20 17:57
C1103369,"서울특별시 동대문구 경희대로 24, 1층 (회기동)",경희메디칼약국,02-966-5830,1800,1800,1800,1800,1800,1300,2000,2100,0900,0900,0900,0900,0900,0900,1200,0900,024,53,127.0528527,37.59368113,2024.12.20 17:57
C1108145,"서울특별시 강동구 동남로 889, 103호 (명일동)",경희메디칼온누리약국,02-427-5757,1800,1800,1800,1800,1800,1300,2000,2100,0900,0900,0900,0900,0900,0900,1200,0900,052,69,127.1559488,37.55305457,2024.12.20 17:57
C1110009,서울특별시 관악구 난곡로 290 (신림동),경희미소원한약국,02-864-1075,2000,1900,2000,1900,2000,1500,2000,2100,1000,1000,1000,1000,1000,1000,1200,0900,087,72,126.915059,37.47986498,2024.12.20 17:57
C1108507,"서울특별시 송파구 송파대로 345, 3B동 지하1층 1026호 (가락동, 헬리오시티)",경희생한약국,02-403-3169,1930,1930,1930,1930,1930,1600,2000,2100,1000,1000,1000,1000,1000,1000,1200,0900,056,98,127.1025318,37.49761457,2024.12.20 17:57
C1110428,"서울특별시 동대문구 회기로 40, 1층 (청량리동)",경희서아당한약국,02-6398-9008,1900,1900,1900,1900,1900,1500,2000,1500,1000,1000,1000,1000,1000,1000,1200,1000,024,68,127.0408409,37.59111095,2024.12.20 17:57
C1107725,"서울특별시 강동구 동남로 881, 서희스타힐스 103호 (명일동)",경희수약국,02-441-7001,1900,1900,1900,1900,1800,1300,2000,1500,0900,0900,0900,0900,0900,0900,1200,1000,052,69,127.1557725,37.55229076,2024.12.20 17:57
C1103747,서울특별시 동대문구 경희대로1가길 32 (회기동),경희온누리약국,02-3295-0055,1800,1800,1800,1800,1800,1300,2000,1500,0900,0900,0900,0900,0900,0900,1200,1000,024,54,127.0517499,37.59301344,2024.12.20 17:57
C1102964,"서울특별시 동대문구 경희대로 21, 지층, 1층, 2층 (회기동)",경희우리약국,02-963-8113,1830,1830,1830,1830,1830,1300,2000,1500,0900,0900,0900,0900,0900,0900,1200,1000,024,54,127.0524049,37.59351987,2024.12.20 17:57
C1108139,"서울특별시 강동구 동남로 889, 101호 (명일동)",경희일번약국,02-441-2011,1830,1830,1830,1830,1830,1300,2000,1500,0830,0830,0830,0830,0830,0830,1200,1000,052,69,127.1559488,37.55305457,2024.12.20 17:57
C1108632,"서울특별시 강남구 논현로95길 29-13, 2층 (역삼동)",경희자연한약국,02-412-0705,1830,1830,1830,1830,1830,1400,2000,1500,0930,0930,0930,0930,0930,0930,1200,1000,061,31,127.0341864,37.50107992,2024.12.20 17:57
C1108192,"서울특별시 동대문구 망우로 35, 상가동 B103, B104(일부)호 (휘경동, 휘경 제이스카이 아파트)",경희자연한약국,02-2203-7511,1830,1830,1830,1830,1830,1300,2000,1500,0930,0930,0930,0930,0930,0930,1200,1000,024,39,127.0575375,37.58905802,2024.12.20 17:57
C1110470,"서울특별시 동대문구 경희대로 22-1, 1층 (회기동)",경희정문약국,02-957-6257,1830,1830,1830,1830,1830,1300,2000,1500,0830,0830,0830,0830,0830,0900,1200,1000,024,53,127.0528711,37.59352786,2024.12.20 17:57
C1110054,"서울특별시 강동구 동남로 877, 한화오벨리스크스위트 103호 (명일동)",경희정문약국,02-442-0805,2100,2100,2100,2100,2100,1900,1900,1500,0830,0830,0830,0830,0830,0830,0900,1000,052,69,127.155802,37.5520152,2024.12.20 17:57
C1107533,서울특별시 동대문구 경희대로 19-5 (회기동),경희제일약국,02-6403-1082,1900,1900,1900,1900,1900,1900,1900,1500,0900,0900,0900,0900,0900,0830,0900,1000,024,54,127.0522213,37.59326695,2024.12.20 17:57
C1101984,"서울특별시 동대문구 경희대로 19-9, 지하1층, 1층 (회기동)",경희중앙약국,02-968-4445,1800,1800,1800,1800,1800,1300,1900,1500,0830,0830,0830,0830,0830,0830,0900,1000,024,54,127.0520449,37.59320765,2024.12.20 17:57
C1101985,서울특별시 강동구 구천면로 245,경희프라자약국,02-472-8244,2000,2000,2000,2000,2000,1600,1900,1500,0900,0900,0900,0900,0900,0900,0900,1000,053,26,127.1308968,37.54228086,2024.12.20 17:57
C1109538,"서울특별시 관악구 낙성대역길 91, 1층 (봉천동)",경희한방약국,02-878-7578,2000,2000,2000,2000,2000,1800,1900,1500,1030,1030,1030,1030,1030,1030,0900,1000,087,93,126.9638449,37.47445401,2024.12.20 17:57
C1103002,"서울특별시 동작구 성대로 32, 1층 101호 (상도동)",계령약국,02-822-8105,1900,1900,1900,1900,1900,1900,1900,1500,0930,0930,0930,0930,0930,0930,0900,1000,070,42,126.9330231,37.49916647,2024.12.20 17:57
C1104793,"서울특별시 성북구 동소문로20길 43, 1층 (동선동1가)",계산온누리약국,02-925-4551,2200,2200,2200,2200,2200,2200,2200,2200,1000,1000,1000,1000,1000,1500,1500,1500,028,45,127.0170252,37.59065377,2024.12.20 17:57
C1108201,"서울특별시 동대문구 경희대로3길 10, 2층 (회기동)",고가모니한약국,02-969-4936,1800,1800,1800,1800,1800,1200,2200,2200,0900,0900,0900,0900,0900,0900,1500,1500,024,54,127.0518354,37.59282104,2024.12.20 17:57
C1109381,"서울특별시 강동구 고덕로 266, 고덕역 대명벨리온 312호 (명일동)",고덕3층약국,02-429-9929,1900,1900,1300,1900,1900,1400,2200,2200,0900,0900,0900,0900,0900,0900,1500,1500,052,69,127.1551146,37.55469368,2024.12.20 17:57
C1109382,"서울특별시 강동구 고덕로 256, 명성프라자 101호 (명일동)",고덕경희온누리약국,02-429-5885,1930,1930,1900,1930,1930,1430,2200,2200,0900,0900,0900,0900,0900,0900,1500,1500,052,69,127.1541053,37.55461986,2024.12.20 17:57
