암호화요양기호,요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,우편번호,주소,전화번호,개설일자,좌표(X),좌표(Y)
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkNDgxMzUxIzMxIyQyIyQ3IyQwMCQzNjEyMjIjNzEjJDEjJDgjJDgz,마음약국,81,약국,210000,부산,210009,부산해운대구,재송동,48048,"부산광역시 해운대구 해운대로76번길 65, 1층 (재송동)",051-782-3355,20230523,129.1170107,35.1902979
JDQ4MTYyMiM1MSMkMSMkOCMkMDMkMzgxOTYxIzMxIyQxIyQ3IyQxMyQyNjE0ODEjNjEjJDEjJDQjJDgz,원약국,81,약국,330000,충북,330102,청주흥덕구,,28222,"충청북도 청주시 흥덕구 오송읍 오송생명7로 136, 102호",,20230925,127.3154017,36.6198471
JDQ4MTYyMiM4MSMkMSMkMCMkMDMkNDgxOTYxIzIxIyQyIyQ5IyQwMCQyNjE4MzIjNDEjJDEjJDQjJDgz,수성온유약국,81,약국,230000,대구,230005,대구수성구,수성동2가,42132,"대구광역시 수성구 명덕로 404, 1층 107호 (수성동2가)",053-768-0105,20230904,128.6141903,35.8541702
JDQ4MTYyMiM4MSMkMSMkMCMkMDMkNDgxOTYxIzMxIyQxIyQzIyQxMyQzNjE0ODEjODEjJDEjJDIjJDgz,홍약국,81,약국,370000,경북,370024,칠곡군,북삼읍,39814,"경상북도 칠곡군 북삼읍 금오대로6길 4, (북삼읍)",054-977-7980,20230920,128.3470035,36.0687303
JDQ4MTYyMiM4MSMkMSMkMCMkMDMkNDgxOTYxIzMxIyQxIyQzIyQxMyQzNjEwMDIjNjEjJDEjJDgjJDgz,화성약국,81,약국,230000,대구,230002,대구동구,신암동,41216,"대구광역시 동구 동대구로 590, 상가301동 103호 (신암동, 동대구역화성파크드림아파트)",053-939-7273,20230927,128.6267749,35.8831482
JDQ4MTYyMiM3MSMkMSMkMCMkMDMkMzgxNzAyIzUxIyQxIyQxIyQ3OSQ0NjE0ODEjNDEjJDEjJDQjJDgz,대학약국,81,약국,240000,광주,240001,광주동구,학동,61489,"광주광역시 동구 제봉로 27, (학동)",062-222-6206,20180410,126.9211594,35.1411380
JDQ4MTYyMiM4MSMkMSMkNCMkMDMkMzgxNzAyIzQxIyQyIyQ3IyQwMCQ0NjE0ODEjNTEjJDEjJDIjJDgz,코코약국,81,약국,380000,경남,380100,김해시,주촌면,51025,"경상남도 김해시 주촌면 천곡로 6, 104호",055-723-2058,20231010,128.8391450,35.2340214
JDQ4MTYyMiM2MSMkMSMkNiMkMDMkMzgxOTYxIzUxIyQxIyQxIyQwMyQyNjEwMDIjNjEjJDEjJDgjJDgz,모현프라자약국,81,약국,350000,전북,350300,익산시,모현동1가,54654,"전북특별자치도 익산시 선화로1길 4, 108호 (모현동1가, 배산시티프라자)",063-835-8275,20120110,126.9380248,35.9502456
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxMTkxIzUxIyQxIyQ1IyQ4MiQ0NjEwMDIjNjEjJDEjJDAjJDgz,충무약국,81,약국,110000,서울,110017,중구,필동1가,04554,"서울특별시 중구 충무로 3, 225,226,227호 (필동1가)",02-6954-2010,20230501,126.9928779,37.5614912
JDQ4MTYyMiM2MSMkMSMkNiMkMDMkMzgxOTYxIzUxIyQxIyQxIyQ5MiQzNjEyMjIjNDEjJDEjJDQjJDgz,장인약국,81,약국,350000,전북,350006,순창군,순창읍,56035,"전북특별자치도 순창군 순창읍 장류로 355, (순창읍)",063-653-5508,20111123,127.1412106,35.3767662
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxMzUxIzIxIyQxIyQ5IyQwMyQzNjE4MzIjNDEjJDEjJDgjJDgz,원약국,81,약국,110000,서울,110003,강서구,공항동,07625,"서울특별시 강서구 남부순환로11가길 104, 1층 (공항동)",2064-0633,20131202,126.8135218,37.5582155
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxMTkxIzMxIyQxIyQzIyQ3MiQzNjE4MzIjNDEjJDEjJDQjJDgz,그린약국,81,약국,310000,경기,311800,오산시,오산동,18137,"경기도 오산시 오산로 235, 이효리빌딩 101-1호 (오산동)",031-831-5678,20230523,127.0682606,37.1479851
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzQxIyQxIyQ3IyQxMyQzNjE4MzIjODEjJDEjJDYjJDgz,성성진약국,81,약국,340000,충남,340201,천안서북구,성성동,31078,"충청남도 천안시 서북구 성성8로 2-42, 103호 (성성동)",070-7542-3357,20240604,127.1286674,36.8401835
JDQ4MTYyMiM2MSMkMSMkNiMkMDMkMzgxOTYxIzUxIyQxIyQxIyQ3OSQzNjE0ODEjNTEjJDEjJDIjJDgz,보람약국,81,약국,350000,전북,350100,군산시,나운동,54126,"전북특별자치도 군산시 대학로 234-1, (나운동)",063-463-8133,20100226,126.6991903,35.9719343
JDQ4MTYyMiM2MSMkMSMkNiMkMDMkMzgxOTYxIzQxIyQxIyQ3IyQxMyQzNjEyMjIjODEjJDEjJDIjJDgz,힘찬온누리약국,81,약국,350000,전북,350100,군산시,미장동,54094,"전북특별자치도 군산시 미장안7길 1, 1층 (미장동)",063-452-0187,20171222,126.7324737,35.9644838
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxNzAyIzUxIyQxIyQ1IyQ4OSQyNjE0ODEjNDEjJDEjJDQjJDgz,신화약국,81,약국,110000,서울,110018,송파구,잠실동,05563,"서울특별시 송파구 올림픽로12길 34, (잠실동, 103호)",02-2202-2468,20140819,127.0833439,37.5086070
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNDgxNzAyIzIxIyQxIyQxIyQ5MiQzNjEwMDIjNDEjJDEjJDgjJDgz,송도플러스약국,81,약국,220000,인천,220007,인천연수구,송도동,21995,"인천광역시 연수구 컨벤시아대로 69, 송도 밀레니엄 1층 137호 (송도동)",032-851-7740,20230926,126.6509615,37.3957057
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxMzUxIzExIyQxIyQ3IyQ4MiQyNjEyMjIjNzEjJDEjJDgjJDgz,라온약국,81,약국,110000,서울,110021,서초구,반포동,06506,"서울특별시 서초구 반포대로 291, 4층 434호 (반포동)",,20230927,126.9995048,37.5049309
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxMTkxIzQxIyQyIyQ3IyQwMCQ0NjEwMDIjNjEjJDEjJDAjJDgz,상록레몬약국,81,약국,310000,경기,311102,안산상록구,이동,15495,"경기도 안산시 상록구 광덕1로 362, 한양프라자 1층 111호 (이동)",031-416-3311,20190501,126.8501323,37.3070954
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxNzAyIzUxIyQxIyQxIyQ4MiQ0NjE0ODEjNjEjJDEjJDQjJDgz,세양메디신약국,81,약국,110000,서울,110020,양천구,신정동,08104,"서울특별시 양천구 목동남로4길 2, 2층 208-2호 (신정동, 세양청마루2차 주상복합)",02-2687-0322,20230125,126.8645060,37.5082218
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNDgxOTYxIzExIyQxIyQzIyQ4MiQ0NjE0ODEjNjEjJDEjJDQjJDgz,초월가까운약국,81,약국,310000,경기,312600,광주시,초월읍,12736,"경기도 광주시 초월읍 경충대로 1087, 테라시움 103호",031-766-2226,20221118,127.2973411,37.3741051
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkNDgxMzUxIzExIyQxIyQ3IyQ3MiQyNjE0ODEjNDEjJDEjJDgjJDgz,수안약국,81,약국,210000,부산,210003,부산동래구,명륜동,47738,"부산광역시 동래구 충렬대로 219, 마노 1층 (명륜동)",051-555-1357,20230926,129.0832741,35.2023046
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkNDgxMzUxIzMxIyQxIyQ3IyQ4MiQyNjE0ODEjNDEjJDEjJDQjJDgz,바다약국,81,약국,210000,부산,210010,부산사하구,다대동,49506,"부산광역시 사하구 다대로 694, 1층 (다대동)",051-262-8782,20230927,128.9656085,35.0485309
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMzUxIzMxIyQxIyQzIyQ3OSQzNjEyMjIjNDEjJDEjJDQjJDgz,효성약국,81,약국,220000,인천,220001,인천미추홀구,용현동,22209,"인천광역시 미추홀구 한나루로 499-3, 1층 (용현동)",032-547-4858,20230927,126.6671507,37.4515586
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkMzgxOTYxIzIxIyQxIyQ1IyQ3OSQ0NjE0ODEjNzEjJDEjJDgjJDgz,시민약국,81,약국,110000,서울,110022,노원구,공릉동,01815,"서울특별시 노원구 공릉로 176, 1층 (공릉동)",02-976-9815,20230302,127.0800857,37.6256569
JDQ4MTYyMiM2MSMkMSMkNiMkMDMkMzgxOTYxIzQxIyQxIyQ3IyQ3MiQyNjEwMDIjODEjJDEjJDIjJDgz,서신태평양약국,81,약국,350000,전북,350401,전주완산구,서신동,54950,"전북특별자치도 전주시 완산구 당산로 102, (서신동)",063-252-9270,20130102,127.1196570,35.8319816
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxMTkxIzMxIyQxIyQzIyQ3MiQ0NjEwMDIjNjEjJDEjJDgjJDgz,옵티마정다운약국,81,약국,220000,인천,220005,인천서구,석남동,22796,"인천광역시 서구 가정로 204, (석남동)",032-579-4456,20180102,126.6722819,37.5029848
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkNDgxMzUxIzMxIyQxIyQ3IyQ4MiQyNjEyMjIjNjEjJDEjJDgjJDgz,소망약국,81,약국,210000,부산,210010,부산사하구,하단동,49414,"부산광역시 사하구 하신중앙로 302-1, (하단동)",051-205-0230,19870316,128.9637283,35.1038515
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkNDgxMzUxIzMxIyQxIyQ3IyQ3OSQyNjE4MzIjNDEjJDEjJDgjJDgz,정다운약국,81,약국,210000,부산,210100,부산기장군,정관읍,46021,"부산광역시 기장군 정관읍 정관로 702, 1층",051-728-7715,20180813,129.1896923,35.3209492
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzMxIyQxIyQ3IyQ2MiQzNjEyMjIjODEjJDEjJDIjJDgz,우리약국,81,약국,340000,충남,340201,천안서북구,성정동,31134,"충청남도 천안시 서북구 쌍용대로 318, (성정동)",041-592-5029,20140205,127.1376959,36.8256132
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkNDgxMzUxIzMxIyQyIyQ3IyQwMCQzNjE4MzIjNjEjJDEjJDQjJDgz,하나약국,81,약국,210000,부산,210100,부산기장군,기장읍,46055,"부산광역시 기장군 기장읍 차성로 436, (기장읍)",051-724-7761,20230526,129.2177784,35.2544830
JDQ4MTYyMiM3MSMkMSMkMCMkMDMkMzgxNzAyIzQxIyQxIyQ3IyQxMyQyNjE0ODEjNTEjJDEjJDYjJDgz,고래약국,81,약국,240000,광주,240004,광주광산구,선암동,62391,"광주광역시 광산구 선운중앙로 65, 109호 (선암동)",062-452-1730,20230522,126.7791896,35.1482820
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxMzUxIzExIyQxIyQzIyQ4OSQyNjEyMjIjNjEjJDEjJDAjJDgz,레아약국,81,약국,110000,서울,110025,금천구,가산동,08506,"서울특별시 금천구 가산디지털1로 131, 117-1호 (가산동, BYC하이시티)",6947-7772,20150126,126.8819679,37.4770424
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNDgxOTYxIzExIyQxIyQzIyQ4MiQyNjEyMjIjNjEjJDEjJDgjJDgz,건강약국,81,약국,310000,경기,311200,평택시,평택동,17909,"경기도 평택시 평택2로20번길 8, (평택동)",657-4196,20121205,127.0887786,36.9927437
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNDgxMTkxIzExIyQxIyQzIyQ5MiQzNjE0ODEjNjEjJDEjJDQjJDgz,선암건강약국,81,약국,310000,경기,312700,양주시,은현면,11430,"경기도 양주시 은현면 그루고개로 703, 1층 일부",031-858-1358,20230501,127.0227733,37.8672741
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxNzAyIzExIyQyIyQ3IyQwMCQ0NjE0ODEjNTEjJDEjJDYjJDgz,희망약국,81,약국,310000,경기,310011,연천군,전곡읍,11034,"경기도 연천군 전곡읍 전곡로 146, (전곡읍)",031-832-0399,19900328,127.0689162,38.0252227
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxMzUxIzExIyQxIyQzIyQ3OSQzNjE4MzIjODEjJDEjJDIjJDgz,한약짓는약국,81,약국,110000,서울,110009,마포구,아현동,04115,"서울특별시 마포구 신촌로32길 3-8, 트렌빌 1층 101호 (아현동)",02-6359-8580,20230522,126.9536637,37.5568361
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkMzgxOTYxIzUxIyQxIyQxIyQ3MiQzNjE4MzIjNjEjJDEjJDgjJDgz,화목약국,81,약국,210000,부산,210003,부산동래구,안락동,47753,"부산광역시 동래구 충렬사로 45, (안락동)",051-526-4245,20141231,129.0981296,35.2031339
JDQ4MTYyMiM1MSMkMSMkOCMkMDMkMzgxOTYxIzUxIyQxIyQxIyQwMyQzNjEwMDIjNDEjJDEjJDgjJDgz,연세약국,81,약국,330000,충북,330005,옥천군,옥천읍,29032,"충청북도 옥천군 옥천읍 삼양로 93, (옥천읍)",043-732-3008,20230417,127.5696703,36.3033806
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkNDgxMzUxIzMxIyQyIyQ3IyQwMCQ0NjE0ODEjNTEjJDEjJDYjJDgz,수민약국,81,약국,210000,부산,210004,부산진구,개금동,47268,"부산광역시 부산진구 가야대로 451, 개금메디칼빌딩 1층 (개금동)",051-891-3777,20200106,129.0215342,35.1535618
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNDgxMTkxIzMxIyQxIyQ3IyQwMyQ0NjEwMDIjNDEjJDEjJDgjJDgz,더사랑약국,81,약국,310000,경기,310403,성남분당구,구미동,13627,"경기도 성남시 분당구 돌마로 68, 분당프라자 5층 508호 (구미동)",031-716-8209,20230104,127.1095409,37.3496446
JDQ4MTYyMiM4MSMkMSMkMCMkMDMkNDgxOTYxIzMxIyQxIyQzIyQxMyQzNjEyMjIjNjEjJDEjJDAjJDgz,백화점약국,81,약국,370000,경북,370012,영덕군,남정면,36461,"경상북도 영덕군 남정면 동해대로 4068, 1층",054-734-6616,20220523,129.3810036,36.3221509
JDQ4MTYyMiM2MSMkMSMkNiMkMDMkMzgxMzUxIzIxIyQxIyQxIyQ3OSQyNjE0ODEjNjEjJDEjJDgjJDgz,대학종로약국,81,약국,350000,전북,350402,전주덕진구,금암동,54907,"전북특별자치도 전주시 덕진구 건지2길 15, (금암동)",063-274-5425,20070122,127.1410447,35.8446552
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxNzAyIzExIyQxIyQ3IyQ2MiQyNjEwMDIjNTEjJDEjJDYjJDgz,경민약국,81,약국,310000,경기,310403,성남분당구,구미동,13630,"경기도 성남시 분당구 돌마로 52, MD프라자 1층 106호 (구미동)",031-717-1090,20210128,127.1077571,37.3496883
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxMzUxIzExIyQxIyQzIyQ3OSQzNjEwMDIjNDEjJDEjJDgjJDgz,불광새봄약국,81,약국,110000,서울,110015,은평구,대조동,03396,"서울특별시 은평구 통일로 741, 신흥빌딩 4층 (대조동)",02-388-6148,20220613,126.9286013,37.6114224
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzMxIyQyIyQ3IyQwMCQyNjE4MzIjNjEjJDEjJDgjJDgz,건강한이야기가있는다나약국,81,약국,340000,충남,340201,천안서북구,불당동,31156,"충청남도 천안시 서북구 불당23로 70, 정우프라자 117호 (불당동)",041-417-5040,20180821,127.1088025,36.8176272
JDQ4MTYyMiM1MSMkMSMkOCMkMDMkMzgxOTYxIzUxIyQxIyQxIyQwMyQyNjE4MzIjNjEjJDEjJDQjJDgz,승리약국,81,약국,330000,충북,330102,청주흥덕구,비하동,28363,"충청북도 청주시 흥덕구 2순환로 1120, 105호 (비하동)",043-238-5462,20230519,127.4234098,36.6350118
JDQ4MTYyMiM1MSMkMSMkOCMkMDMkMzgxOTYxIzUxIyQxIyQxIyQwMyQzNjE0ODEjNTEjJDEjJDYjJDgz,비타민약국,81,약국,330000,충북,330300,제천시,중앙로1가,27173,"충청북도 제천시 풍양로 99, (중앙로1가)",043-648-8484,20141216,128.2108237,37.1375403
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxMTkxIzMxIyQxIyQzIyQ3MiQyNjEyMjIjODEjJDEjJDYjJDgz,사랑인약국,81,약국,310000,경기,311901,고양덕양구,고양동,10275,"경기도 고양시 덕양구 혜음로 30, 202-1호 (고양동, 삼성상가)",031-968-3986,20130201,126.9025269,37.7029247
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjNzEjJDEjJDgjJDgz,매일행복약국,81,약국,110000,서울,110012,성북구,동소문동4가,02832,"서울특별시 성북구 동소문로 43, 흥화브라운 동소문빌딩 1층 (동소문동4가)",02-921-0365,20230518,127.0101598,37.5906311
JDQ4MTYyMiM4MSMkMSMkMCMkMDMkNDgxMzUxIzIxIyQxIyQ1IyQ3OSQzNjEwMDIjNTEjJDEjJDIjJDgz,메디팜작은별약국,81,약국,370000,경북,370200,구미시,형곡동,39312,"경상북도 구미시 형곡중앙로 34, (형곡동)",054-454-4300,20230925,128.3355051,36.1106808
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNDgxMTkxIzExIyQxIyQ3IyQ2MiQzNjEwMDIjODEjJDEjJDIjJDgz,온누리건강나라약국,81,약국,310000,경기,310900,과천시,별양동,13837,"경기도 과천시 별양상가2로 20, 새서울프라자 1층 113호 (별양동)",02-3418-6464,20180227,126.9925709,37.4268349
JDU4MTI3MSM1MSMkMSMkMCMkMDMkMzgxNzAyIzIxIyQxIyQ1IyQ5OSQyNjEwMDIjNDEjJDEjJDQjJDgz,세광한약국,81,약국,220000,인천,220003,인천부평구,산곡동,21376,"인천광역시 부평구 마장로264번길 68-20, (산곡동)",032-865-1240,20130118,126.7065250,37.5002752
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxOTYxIzQxIyQxIyQ3IyQ4OSQzNjE4MzIjODEjJDEjJDIjJDgz,별약국,81,약국,310000,경기,311200,평택시,고덕동,18022,"경기도 평택시 고덕국제5로 145, 106호 (고덕동)",031-647-0745,20240314,127.0257893,37.0344178
JDU4MTI3MSM1MSMkMSMkMCMkMDMkMzgxMzUxIzIxIyQxIyQxIyQ5OSQyNjEyMjIjNjEjJDEjJDQjJDgz,광교 백두산 온누리 약국,81,약국,310000,경기,310604,수원영통구,이의동,16226,"경기도 수원시 영통구 대학로 56, (이의동)",031-213-1442,20160126,127.0452014,37.3008172
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkNDgxMzUxIzMxIyQxIyQ3IyQ4MiQyNjE4MzIjNjEjJDEjJDAjJDgz,5층그린약국,81,약국,210000,부산,210009,부산해운대구,좌동,48111,"부산광역시 해운대구 해운대로 814, 세종월드프라자 B동 527호 일부호 (좌동)",051-702-2446,20231010,129.1776778,35.1695768
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxMzUxIzExIyQxIyQ3IyQ4MiQyNjEwMDIjODEjJDEjJDYjJDgz,더원약국,81,약국,110000,서울,110021,서초구,반포동,06506,"서울특별시 서초구 반포대로 291, 5층 546호 (반포동)",,20230927,126.9995048,37.5049309
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxMzUxIzExIyQxIyQzIyQ4OSQzNjEwMDIjODEjJDEjJDYjJDgz,비전약국,81,약국,110000,서울,110023,광진구,자양동,05072,"서울특별시 광진구 동일로18길 73, 1층 (자양동)",464-8127,20080613,127.0668391,37.5389638
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxMzUxIzExIyQxIyQ3IyQ3MiQ0NjE0ODEjODEjJDEjJDYjJDgz,아름약국,81,약국,110000,서울,110020,양천구,신정동,08082,"서울특별시 양천구 신월로 304, 1층 (신정동)",2654-0530,20070710,126.8547657,37.5210046
JDQ4MTYyMiM2MSMkMSMkNiMkMDMkMzgxMzUxIzIxIyQxIyQ5IyQwMyQzNjEyMjIjNjEjJDEjJDgjJDgz,향토약국,81,약국,350000,전북,350500,정읍시,연지동,56161,"전북특별자치도 정읍시 중앙로 65, (연지동)",063-535-3828,19720516,126.8482346,35.5707539
JDQ4MTYyMiM2MSMkMSMkNiMkMDMkMzgxMzUxIzMxIyQxIyQzIyQ3OSQzNjE0ODEjODEjJDEjJDIjJDgz,위생약국,81,약국,350000,전북,350200,남원시,금동,55769,"전북특별자치도 남원시 광한서로 57, (금동)",063-625-2249,19610425,127.3779805,35.4062955
JDQ4MTYyMiM2MSMkMSMkNiMkMDMkMzgxMzUxIzUxIyQyIyQ1IyQwMCQzNjE4MzIjNDEjJDEjJDQjJDgz,정읍백제약국,81,약국,350000,전북,350500,정읍시,용계동,56153,"전북특별자치도 정읍시 충정로 606-20, (용계동)",063-538-0700,20070702,126.8232303,35.5880307
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNDgxMzUxIzMxIyQxIyQ3IyQ2MiQzNjE0ODEjNDEjJDEjJDgjJDgz,하나약국,81,약국,310000,경기,310601,수원권선구,오목천동,16634,"경기도 수원시 권선구 삼천병마로 1601, (오목천동)",031-292-5146,20080401,126.9633189,37.2454833
JDQ4MTYyMiM2MSMkMSMkNiMkMDMkMzgxOTYxIzQxIyQxIyQ3IyQwMyQyNjEwMDIjNDEjJDEjJDQjJDgz,운봉백제약국,81,약국,350000,전북,350200,남원시,운봉읍,55718,"전북특별자치도 남원시 운봉읍 운봉로 696, 696",063-635-7579,20091008,127.5318593,35.4376587
JDQ4MTYyMiM2MSMkMSMkNiMkMDMkMzgxMzUxIzUxIyQxIyQ1IyQ4OSQyNjEwMDIjNjEjJDEjJDgjJDgz,대학약국,81,약국,350000,전북,350402,전주덕진구,금암동,54907,"전북특별자치도 전주시 덕진구 건지로 14-4, (금암동)",063-253-7979,20080102,127.1430402,35.8450001
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxMTkxIzIxIyQyIyQ1IyQwMCQ0NjEwMDIjNjEjJDEjJDAjJDgz,교대역약국,81,약국,110000,서울,110021,서초구,서초동,06596,"서울특별시 서초구 서초대로 287, 1층 (서초동)",02-3478-9083,20240604,127.0129826,37.4937124
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxMTkxIzQxIyQxIyQ3IyQ3MiQyNjE0ODEjNjEjJDEjJDQjJDgz,부영약국,81,약국,310000,경기,311300,하남시,창우동,12944,"경기도 하남시 대청로 119-1, 101호 (창우동, 부영아파트상가동)",031-791-1668,20170619,127.2261354,37.5396741
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxOTYxIzQxIyQxIyQ3IyQ2MiQzNjE4MzIjNjEjJDEjJDQjJDgz,참약사삼흥약국,81,약국,110000,서울,110019,중랑구,망우동,02066,"서울특별시 중랑구 망우로 463, 1층 103호 (망우동)",02-432-2624,20190701,127.1036490,37.6006640
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNTgxMzUxIzMxIyQyIyQzIyQwMCQzNjEyMjIjNjEjJDEjJDQjJDgz,안산클래스약국,81,약국,310000,경기,311101,안산단원구,고잔동,15357,"경기도 안산시 단원구 적금로1길 11, SR노빌리안 (고잔동)",031-8042-2485,20231010,126.8273090,37.3182829
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxMzUxIzIxIyQxIyQ5IyQ3OSQzNjEwMDIjNjEjJDEjJDgjJDgz,365약국,81,약국,340000,충남,340900,당진시,송산면,31711,"충청남도 당진시 송산면 송산로 781, 365약국",041-356-3650,20231004,126.6937853,36.9569587
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxMTkxIzQxIyQxIyQ3IyQ2MiQ0NjE0ODEjNTEjJDEjJDYjJDgz,숨약국,81,약국,310000,경기,311903,고양일산동구,장항동,10401,"경기도 고양시 일산동구 중앙로 1283, 롯데백화점일산점 B2층 일부호 (장항동)",,20231010,126.7721070,37.6604893
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxMzUxIzExIyQxIyQ3IyQ5MiQyNjEyMjIjNTEjJDEjJDIjJDgz,이룸약국,81,약국,110000,서울,110018,송파구,가락동,05829,"서울특별시 송파구 중대로 118, 에이치빌딩 103호 (가락동)",02-400-5339,20231011,127.1216360,37.4936947
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzQxIyQxIyQ3IyQ5OSQzNjEwMDIjNDEjJDEjJDgjJDgz,두루약국,81,약국,410000,세종시,410000,세종시,고운동,30062,"세종특별자치시  마음로 272, 105호 (고운동)",044-864-2688,20231011,127.2358501,36.5197309
JDQ4MTYyMiM3MSMkMSMkMCMkMDMkMzgxNzAyIzMxIyQyIyQ3IyQwMCQzNjEwMDIjNjEjJDEjJDAjJDgz,이로약국,81,약국,360000,전남,360300,목포시,용해동,58701,"전라남도 목포시 송림로 73, 2층 (용해동)",061-277-2100,20230918,126.4051514,34.8058393
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkMzgxOTYxIzMxIyQyIyQ3IyQwMCQzNjE0ODEjNjEjJDEjJDQjJDgz,열방약국,81,약국,110000,서울,110022,노원구,상계동,01630,"서울특별시 노원구 동일로 1622, 유성상가 1층 (상계동)",,20231006,127.0559868,37.6729938
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxMzUxIzExIyQxIyQ3IyQ5MiQzNjEyMjIjNzEjJDEjJDgjJDgz,수서세종약국,81,약국,110000,서울,110001,강남구,수서동,06349,"서울특별시 강남구 광평로51길 6-11, 문암빌딩 2층 (수서동)",02-3411-9464,20231012,127.1032419,37.4885180
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxMTkxIzQxIyQxIyQ3IyQ3MiQyNjEwMDIjNTEjJDEjJDYjJDgz,정다운약국,81,약국,220000,인천,220003,인천부평구,부평동,21406,"인천광역시 부평구 장제로 27, 1층 (부평동, 해마루상가)",032-516-2750,20030317,126.7290510,37.4876972
JDQ4MTYyMiM2MSMkMSMkNiMkMDMkMzgxMTkxIzIxIyQxIyQ1IyQxMyQyNjE4MzIjNTEjJDEjJDYjJDgz,하나약국,81,약국,350000,전북,350500,정읍시,시기동,56162,"전북특별자치도 정읍시 우암로 20, (시기동, 농협중앙회)",063-538-6656,20170919,126.8543467,35.5652541
JDQ4MTYyMiM4MSMkMSMkMCMkMDMkNDgxOTYxIzMxIyQxIyQ3IyQ3OSQyNjEwMDIjNjEjJDEjJDAjJDgz,다정약국,81,약국,230000,대구,230003,대구북구,국우동,41408,"대구광역시 북구 도남중앙로7길 20-4, 도남지구 21B-1L 1층 (국우동)",053-311-8432,20231011,128.5820813,35.9520079
JDQ4MTYyMiM4MSMkMSMkMCMkMDMkNDgxOTYxIzMxIyQxIyQzIyQxMyQ0NjEwMDIjODEjJDEjJDYjJDgz,1층가까운약국,81,약국,230000,대구,230002,대구동구,신기동,41119,"대구광역시 동구 율하동로23길 2, 1층 (신기동)",,20231010,128.7017482,35.8700234
JDQ4MTYyMiM2MSMkMSMkNiMkMDMkMzgxOTYxIzExIyQxIyQ3IyQ4OSQzNjEwMDIjNTEjJDEjJDYjJDgz,염약국,81,약국,350000,전북,350402,전주덕진구,금암동,54922,"전북특별자치도 전주시 덕진구 매봉로 29-1, (금암동)",063-278-7989,19980808,127.1411243,35.8406713
